survey_square_id,Location,Latitude_x_min,Longitude_y_min,Number,New_number,Raw material type,Transparency,shape,texture,Structure,Length,Width,Thickness,Mass,Notes,Date,Samples,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5579,5511,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5580,5512,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5581,5513,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5582,5514,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5583,5515,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5584,5516,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5585,5517,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5586,5518,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5587,5519,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5588,5520,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5589,6878,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5590,6879,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5591,6880,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5592,6881,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5593,6882,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5594,6883,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5595,6884,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5596,6885,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5597,6886,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5598,6887,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5599,6888,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5600,6889,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5601,6890,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5602,6891,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5603,6892,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5604,6893,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5605,6894,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5606,6895,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5607,6896,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5608,6897,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5609,6898,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5610,6899,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5611,6900,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5612,6901,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5613,6902,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5614,6903,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5615,6904,shale,opaque,tabular,fine,homogenous,57.22,36.41,22.03,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,5616,6905,shale,opaque,tabular,fine,homogenous,55.71,35.91,18.43,48.26,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11989,2886,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11990,2887,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11991,2888,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11992,2889,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11993,2890,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11994,2891,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11995,2892,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11996,2893,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11997,2894,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11998,2895,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,11999,2896,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12000,2897,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12001,2898,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12002,2899,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12003,2900,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12004,2901,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12005,2902,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12006,2903,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12007,2904,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12008,2905,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12009,2906,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12010,2907,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12011,2908,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12012,2909,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12013,2910,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12014,2911,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12015,2912,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12016,2913,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12017,2914,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12018,2915,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12019,2916,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12020,2917,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12021,2918,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12022,2919,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12023,2920,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12024,2921,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12025,2922,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12026,2923,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12027,2924,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12028,2925,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12029,2926,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12030,2927,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12031,2928,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12032,2929,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12033,2930,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12034,2931,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12035,2932,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12036,2933,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12037,2934,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12038,2935,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12039,2936,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12040,2937,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12041,2938,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12042,2939,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12043,2940,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12044,2941,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12045,2942,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12046,2943,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12047,2944,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12048,2945,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12049,2946,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12050,2947,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12051,2948,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12052,2949,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12053,2950,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12054,2951,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12055,2952,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12056,2953,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12057,2954,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12058,2955,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12059,2956,shale,opaque,tabular,fine,mottled,32.71,24.59,18.31,23.39,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12060,2957,shale,opaque,tabular,fine,mottled,34.54,30.38,13.06,16.65,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12061,2958,shale,opaque,tabular,fine,mottled,43.72,37.19,21.93,54.18,,01.20.17,1,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12062,2959,shale,opaque,tabular,fine,mottled,33.61,22.08,15.84,20.19,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12063,2960,shale,opaque,tabular,fine,mottled,30.57,24.24,14.43,15.07,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12064,2961,shale,opaque,amorphous,fine,mottled,43.93,34.31,28.19,61.39,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12065,2962,shale,,,,,53.46,42.06,32.43,71.42,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12066,2963,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12067,2964,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12068,2965,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12069,2966,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12070,2967,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12071,2968,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12072,2969,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12073,2970,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12074,2971,dolerite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12075,2972,quartzite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12076,2973,quartzite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12077,2974,quartzite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12078,2975,quartzite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12079,2976,quartzite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12080,2977,quartzite,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12081,2978,quartzite,opaque,tabular,medium,homogenous,46.74,23.08,16.76,23.52,,01.20.17,1,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12082,2979,poorly formed CCS,opaque,tabular,coarse,mottled,23.62,22.1,13.31,8,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12083,2980,poorly formed CCS,,,,,31.41,18.08,11.16,5.92,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12084,2981,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
254579,Terrestrial,672119.2582,6710446.804,12085,2982,basalt,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5628,6909,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5629,6910,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5630,6911,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5631,6912,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5632,6913,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5633,6914,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5634,6915,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5635,6916,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5636,6917,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5637,6918,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5638,6919,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5639,6920,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5640,6921,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5641,6922,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5642,6923,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5643,6924,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5644,6925,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5645,6926,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5646,6927,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5647,6928,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5648,6929,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5649,6930,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5650,6931,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5651,6932,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5652,6933,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5653,6934,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5654,6935,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5655,6936,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5656,6937,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5657,6938,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5658,6939,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5659,6940,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5660,6941,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5661,6942,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5662,6943,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5663,6944,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5664,6945,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5665,6946,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5666,6947,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5667,6948,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5668,6949,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5669,6950,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5670,6951,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5671,6952,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5672,6953,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5673,6954,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5674,6955,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5675,6956,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5676,6957,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5677,6958,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5678,6959,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5679,6960,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5680,6961,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5681,6962,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5682,6963,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5683,6964,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5684,6965,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5685,6966,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5686,6967,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5687,6968,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5688,6969,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5689,6970,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5690,6971,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5691,6972,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5692,6973,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5693,6974,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5694,6975,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5695,6976,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5696,6977,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5697,6978,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5698,6979,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5699,6980,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5700,6981,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
255790,Terrestrial,672115.2582,6710442.804,5701,6982,shale,,,,,,,,,,01.20.17,,"> 100 in a square, every 20th recorded"
